,Date,Open,High,Low,Close,Volume
79,2020-05-14 07:00:00,9443.77,9547.0,9410.0,9508.56,6078.511654
80,2020-05-14 08:00:00,9508.56,9648.29,9467.5,9610.0,7244.439576
81,2020-05-14 09:00:00,9610.01,9828.99,9609.0,9803.54,12635.859287
82,2020-05-14 10:00:00,9803.44,9939.0,9516.0,9648.24,20034.148685
83,2020-05-14 11:00:00,9649.0,9799.13,9646.5,9686.71,7447.636986
84,2020-05-14 12:00:00,9686.71,9713.77,9551.64,9586.0,7284.976729
85,2020-05-14 13:00:00,9585.86,9649.0,9541.01,9622.71,4180.067865
86,2020-05-14 14:00:00,9622.88,9759.99,9605.0,9704.0,6136.516589
87,2020-05-14 15:00:00,9704.0,9758.0,9665.47,9748.98,3278.152357
88,2020-05-14 16:00:00,9748.99,9783.01,9592.0,9675.55,5484.338682
89,2020-05-14 17:00:00,9675.55,9675.55,9569.47,9621.81,3006.752588
90,2020-05-14 18:00:00,9621.93,9683.44,9586.0,9677.21,2340.774289
91,2020-05-14 19:00:00,9677.97,9723.04,9650.31,9660.0,2909.272533
92,2020-05-14 20:00:00,9658.59,9874.3,9599.84,9655.88,9265.766066
93,2020-05-14 21:00:00,9656.34,9780.18,9612.2,9774.98,3221.824457
94,2020-05-14 22:00:00,9775.24,9818.74,9714.41,9750.94,3410.968286
95,2020-05-14 23:00:00,9751.43,9850.32,9735.0,9791.98,3898.905152
96,2020-05-15 00:00:00,9791.97,9845.62,9710.13,9770.29,3485.159748
97,2020-05-15 01:00:00,9769.57,9775.52,9720.09,9738.79,1782.479616
98,2020-05-15 02:00:00,9738.78,9748.51,9256.12,9490.21,15433.526617
99,2020-05-15 03:00:00,9490.1,9563.02,9432.0,9472.97,5798.151898
100,2020-05-15 04:00:00,9472.97,9510.0,9436.02,9444.21,3158.238018
101,2020-05-15 05:00:00,9445.7,9525.01,9370.38,9505.34,4852.168505
102,2020-05-15 06:00:00,9505.34,9554.0,9496.93,9548.0,2874.0743
103,2020-05-15 07:00:00,9548.0,9729.81,9538.02,9674.33,6150.034619
104,2020-05-15 08:00:00,9673.45,9710.0,9604.38,9616.0,3935.382308
105,2020-05-15 09:00:00,9616.0,9656.25,9544.0,9610.52,3869.316745
106,2020-05-15 10:00:00,9610.09,9627.37,9480.0,9587.14,4521.189274
107,2020-05-15 11:00:00,9587.7,9655.0,9550.21,9592.38,3150.807893
108,2020-05-15 12:00:00,9593.53,9593.53,9510.0,9520.13,3887.621981
109,2020-05-15 13:00:00,9521.49,9579.12,9490.0,9545.99,3446.665378
110,2020-05-15 14:00:00,9545.54,9616.65,9545.49,9568.02,3146.371957
111,2020-05-15 15:00:00,9568.17,9570.81,9413.93,9475.53,7235.425731
112,2020-05-15 16:00:00,9476.33,9517.01,9446.94,9470.72,3614.552447
113,2020-05-15 17:00:00,9471.18,9506.31,9442.0,9478.08,2914.458818
114,2020-05-15 18:00:00,9478.01,9534.78,9475.02,9490.18,2136.355868
115,2020-05-15 19:00:00,9490.35,9511.1,9331.66,9337.83,6396.043831
116,2020-05-15 20:00:00,9337.86,9409.26,9150.0,9250.25,12123.534403
117,2020-05-15 21:00:00,9250.29,9455.18,9211.1,9419.98,5204.027453
118,2020-05-15 22:00:00,9419.98,9487.58,9340.43,9365.82,3294.572631
119,2020-05-15 23:00:00,9366.23,9395.83,9228.99,9316.42,3480.601477
120,2020-05-16 00:00:00,9315.96,9399.97,9220.0,9396.01,4432.006333
121,2020-05-16 01:00:00,9396.01,9444.88,9361.72,9410.71,2558.982975
122,2020-05-16 02:00:00,9410.71,9458.16,9382.41,9432.29,2052.118853
123,2020-05-16 03:00:00,9432.3,9448.32,9390.3,9405.68,1674.418312
124,2020-05-16 04:00:00,9405.68,9499.97,9396.82,9495.42,2641.124564
125,2020-05-16 05:00:00,9495.67,9588.0,9445.14,9459.32,4632.85452
126,2020-05-16 06:00:00,9459.32,9483.68,9412.53,9470.08,1777.810463
127,2020-05-16 07:00:00,9470.08,9510.0,9367.13,9390.02,2487.015969
128,2020-05-16 08:00:00,9390.03,9438.73,9351.25,9423.39,2614.534179
129,2020-05-16 09:00:00,9423.3,9434.94,9315.0,9415.71,2227.710906
130,2020-05-16 10:00:00,9416.18,9458.0,9370.0,9455.0,2151.784963
131,2020-05-16 11:00:00,9455.0,9458.0,9382.86,9414.53,1620.942472
132,2020-05-16 12:00:00,9414.54,9500.0,9404.0,9471.45,2985.481687
133,2020-05-16 13:00:00,9471.44,9534.85,9425.0,9452.42,4037.5381
134,2020-05-16 14:00:00,9452.42,9493.39,9400.0,9432.31,2196.376002
135,2020-05-16 15:00:00,9432.31,9440.0,9330.0,9380.75,2928.631984
136,2020-05-16 16:00:00,9380.42,9419.0,9320.0,9385.72,3246.346805
137,2020-05-16 17:00:00,9385.26,9408.66,9291.0,9322.26,2555.091843
138,2020-05-16 18:00:00,9321.8,9347.25,9262.0,9286.87,3095.849664
139,2020-05-16 19:00:00,9286.96,9353.32,9268.0,9329.78,1723.272098
140,2020-05-16 20:00:00,9329.78,9392.78,9294.17,9383.0,1733.261816
141,2020-05-16 21:00:00,9382.72,9425.96,9354.0,9381.88,1423.851726
142,2020-05-16 22:00:00,9381.88,9442.98,9360.56,9421.67,1634.912171
143,2020-05-16 23:00:00,9421.69,9436.63,9363.39,9381.27,1155.709457
144,2020-05-17 00:00:00,9380.81,9507.0,9322.1,9480.0,3808.477587
145,2020-05-17 01:00:00,9480.0,9521.53,9432.04,9471.78,2613.588199
146,2020-05-17 02:00:00,9471.67,9555.1,9470.0,9512.99,2135.39319
147,2020-05-17 03:00:00,9512.53,9579.16,9493.13,9545.58,2235.132329
148,2020-05-17 04:00:00,9544.49,9573.63,9506.92,9508.11,1506.928917
149,2020-05-17 05:00:00,9508.1,9532.94,9475.0,9495.0,1390.994686
150,2020-05-17 06:00:00,9495.0,9555.0,9495.0,9548.45,1363.664333
151,2020-05-17 07:00:00,9549.28,9567.85,9506.2,9540.99,1788.926569
152,2020-05-17 08:00:00,9540.98,9554.73,9480.04,9491.0,1788.376717
153,2020-05-17 09:00:00,9491.01,9514.95,9436.0,9491.73,1678.189413
154,2020-05-17 10:00:00,9491.01,9538.36,9491.0,9531.1,1310.417231
155,2020-05-17 11:00:00,9531.0,9535.49,9493.01,9522.08,1522.647061
156,2020-05-17 12:00:00,9522.5,9774.95,9521.45,9767.5,9693.023906
157,2020-05-17 13:00:00,9768.75,9787.0,9682.01,9744.99,4461.651213
158,2020-05-17 14:00:00,9745.0,9822.0,9723.0,9809.91,4264.48336
159,2020-05-17 15:00:00,9811.18,9888.0,9764.07,9822.32,7330.024598
160,2020-05-17 16:00:00,9822.64,9840.0,9685.0,9739.0,4411.478842
161,2020-05-17 17:00:00,9739.0,9770.98,9713.71,9759.99,1650.455474
162,2020-05-17 18:00:00,9760.0,9763.99,9705.0,9749.98,1645.465472
163,2020-05-17 19:00:00,9749.98,9791.95,9727.86,9771.0,1690.758674
164,2020-05-17 20:00:00,9771.29,9772.35,9722.96,9740.14,1342.100063
165,2020-05-17 21:00:00,9741.62,9798.49,9738.25,9764.52,1315.053749
166,2020-05-17 22:00:00,9764.62,9765.58,9595.2,9689.31,5626.225154
167,2020-05-17 23:00:00,9689.31,9729.88,9657.91,9680.04,2074.307586
168,2020-05-18 00:00:00,9681.11,9788.46,9680.13,9778.38,3189.429561
169,2020-05-18 01:00:00,9778.34,9950.0,9757.54,9902.1,10934.121668
170,2020-05-18 02:00:00,9902.62,9926.0,9827.79,9870.05,3099.880633
171,2020-05-18 03:00:00,9870.05,9891.0,9816.27,9860.51,2256.651234
172,2020-05-18 04:00:00,9860.51,9910.0,9830.0,9866.83,3280.909198
173,2020-05-18 05:00:00,9866.4,9902.87,9851.56,9861.07,1826.722854
174,2020-05-18 06:00:00,9861.32,9884.54,9730.0,9778.89,4870.683765
175,2020-05-18 07:00:00,9778.9,9809.0,9735.6,9785.71,2161.31707
176,2020-05-18 08:00:00,9785.7,9796.91,9464.23,9591.54,9535.848158
177,2020-05-18 09:00:00,9591.57,9616.43,9541.34,9579.11,4416.357582
178,2020-05-18 10:00:00,9579.1,9666.66,9566.96,9628.39,3873.626636
179,2020-05-18 11:00:00,9629.24,9714.95,9625.0,9634.89,3042.221677
180,2020-05-18 12:00:00,9634.89,9670.0,9565.1,9665.0,3245.471332
181,2020-05-18 13:00:00,9665.0,9694.04,9638.64,9661.96,2886.476716
182,2020-05-18 14:00:00,9661.97,9735.0,9631.82,9708.56,3105.444884
183,2020-05-18 15:00:00,9708.5,9723.0,9639.74,9670.96,2663.862566
184,2020-05-18 16:00:00,9670.97,9710.0,9601.03,9638.43,3557.084513
185,2020-05-18 17:00:00,9638.42,9659.13,9550.01,9625.07,3068.689121
186,2020-05-18 18:00:00,9625.07,9671.85,9613.0,9657.86,1661.369776
187,2020-05-18 19:00:00,9657.86,9720.0,9657.85,9701.7,2957.75975
188,2020-05-18 20:00:00,9701.7,9720.0,9650.0,9685.78,1335.983244
189,2020-05-18 21:00:00,9685.79,9726.86,9673.65,9686.23,1303.380136
190,2020-05-18 22:00:00,9686.23,9747.35,9666.67,9723.88,1672.149392
191,2020-05-18 23:00:00,9723.79,9755.0,9695.51,9733.93,2061.162117
192,2020-05-19 00:00:00,9733.93,9742.95,9574.06,9640.01,4552.917205
193,2020-05-19 01:00:00,9640.0,9667.89,9625.0,9651.27,1353.945793
194,2020-05-19 02:00:00,9651.67,9655.71,9535.0,9612.43,3328.150774
195,2020-05-19 03:00:00,9612.43,9634.0,9493.03,9530.0,3520.308937
196,2020-05-19 04:00:00,9530.51,9579.58,9474.0,9537.78,3286.329788
197,2020-05-19 05:00:00,9536.82,9607.68,9526.38,9603.09,2261.687468
198,2020-05-19 06:00:00,9603.09,9625.0,9582.86,9585.97,1486.910832
199,2020-05-19 07:00:00,9586.18,9622.44,9550.0,9573.99,1876.501482
200,2020-05-19 08:00:00,9573.99,9829.0,9570.11,9803.94,10037.460203
201,2020-05-19 09:00:00,9804.07,9820.0,9768.0,9792.0,4111.00879
202,2020-05-19 10:00:00,9792.0,9806.59,9756.0,9792.99,2501.781173
203,2020-05-19 11:00:00,9792.99,9897.21,9696.0,9751.98,7690.165403
204,2020-05-19 12:00:00,9752.24,9762.0,9561.0,9619.54,7209.416981
205,2020-05-19 13:00:00,9619.53,9687.49,9591.13,9673.25,5035.983746
206,2020-05-19 14:00:00,9672.85,9736.73,9666.0,9696.78,3502.580289
207,2020-05-19 15:00:00,9696.88,9736.83,9646.69,9687.06,2526.090107
208,2020-05-19 16:00:00,9687.06,9729.35,9665.8,9692.75,1596.643875
209,2020-05-19 17:00:00,9693.03,9714.85,9622.33,9658.97,2089.508449
210,2020-05-19 18:00:00,9659.5,9718.43,9646.07,9698.03,1528.50366
211,2020-05-19 19:00:00,9697.9,9718.0,9636.88,9644.13,1958.073831
212,2020-05-19 20:00:00,9644.92,9701.0,9620.49,9692.04,1729.000047
213,2020-05-19 21:00:00,9692.04,9700.0,9658.46,9683.83,914.772168
214,2020-05-19 22:00:00,9683.83,9770.0,9656.81,9756.12,2419.647637
215,2020-05-19 23:00:00,9756.12,9794.0,9703.44,9775.53,2022.371816
216,2020-05-20 00:00:00,9775.13,9800.0,9721.83,9742.61,2513.59052
217,2020-05-20 01:00:00,9741.85,9769.0,9730.3,9744.35,1233.774772
218,2020-05-20 02:00:00,9744.35,9749.07,9707.0,9736.04,1517.126509
219,2020-05-20 03:00:00,9736.04,9774.99,9715.79,9724.4,1681.869381
220,2020-05-20 04:00:00,9724.09,9752.61,9696.56,9735.3,1433.197655
221,2020-05-20 05:00:00,9735.45,9754.74,9715.89,9754.36,1010.462628
222,2020-05-20 06:00:00,9754.36,9842.0,9651.0,9724.39,5609.356873
223,2020-05-20 07:00:00,9724.39,9788.04,9701.36,9764.51,2816.886502
224,2020-05-20 08:00:00,9764.51,9799.99,9741.0,9780.0,2530.50816
225,2020-05-20 09:00:00,9780.0,9798.61,9746.5,9788.27,1817.887408
226,2020-05-20 10:00:00,9788.27,9810.0,9726.41,9774.98,2422.402518
227,2020-05-20 11:00:00,9774.98,9780.69,9715.0,9731.21,1989.274795
228,2020-05-20 12:00:00,9731.22,9786.0,9721.34,9766.0,2226.51878
229,2020-05-20 13:00:00,9766.01,9790.0,9745.0,9789.8,2018.743702
230,2020-05-20 14:00:00,9789.8,9799.0,9761.03,9765.09,1666.891127
231,2020-05-20 15:00:00,9765.47,9767.84,9326.0,9414.5,18223.812411
232,2020-05-20 16:00:00,9414.51,9528.95,9352.27,9497.99,8529.590045
233,2020-05-20 17:00:00,9497.99,9547.32,9441.99,9539.47,3661.460275
234,2020-05-20 18:00:00,9539.23,9546.0,9504.49,9531.82,1923.841394
235,2020-05-20 19:00:00,9531.83,9538.97,9485.0,9531.99,1913.71467
236,2020-05-20 20:00:00,9531.99,9598.0,9511.42,9588.58,2284.714592
237,2020-05-20 21:00:00,9588.5,9589.95,9532.43,9551.21,1608.981682
238,2020-05-20 22:00:00,9551.53,9570.95,9504.06,9527.75,1490.826485
239,2020-05-20 23:00:00,9527.78,9550.0,9435.87,9511.43,2798.305206
240,2020-05-21 00:00:00,9511.43,9578.47,9478.69,9556.46,1908.992496
241,2020-05-21 01:00:00,9557.72,9564.37,9510.0,9514.9,1188.809609
242,2020-05-21 02:00:00,9514.58,9532.78,9458.24,9472.05,1792.00436
243,2020-05-21 03:00:00,9472.11,9503.86,9447.26,9483.37,2119.869578
244,2020-05-21 04:00:00,9483.37,9500.06,9400.0,9483.65,2424.090443
245,2020-05-21 05:00:00,9483.66,9521.71,9483.0,9503.1,1873.708185
246,2020-05-21 06:00:00,9503.09,9532.39,9487.0,9488.45,1847.44811
247,2020-05-21 07:00:00,9488.91,9497.35,9446.0,9457.83,2587.186977
248,2020-05-21 08:00:00,9457.88,9505.57,9268.0,9377.66,8490.575926
249,2020-05-21 09:00:00,9377.73,9432.7,9297.64,9298.79,5012.385745
250,2020-05-21 10:00:00,9298.79,9381.53,9228.0,9374.77,4954.975216
251,2020-05-21 11:00:00,9374.77,9390.47,9340.0,9389.97,2331.129636
252,2020-05-21 12:00:00,9389.97,9395.43,9320.0,9362.64,2745.600452
253,2020-05-21 13:00:00,9362.39,9387.0,9251.82,9293.09,3325.215074
254,2020-05-21 14:00:00,9292.6,9318.29,8949.74,9084.0,21576.400451
255,2020-05-21 15:00:00,9084.14,9155.0,9050.0,9084.38,7578.884344
256,2020-05-21 16:00:00,9082.5,9135.09,9041.0,9081.42,3874.860494
257,2020-05-21 17:00:00,9081.54,9104.66,8970.0,9006.99,4318.397354
258,2020-05-21 18:00:00,9006.99,9010.38,8815.0,8831.26,9773.096369
259,2020-05-21 19:00:00,8832.09,9100.0,8816.91,9065.53,7995.626231
260,2020-05-21 20:00:00,9065.81,9085.0,9011.21,9055.26,2835.549153
261,2020-05-21 21:00:00,9055.1,9152.24,9050.71,9103.85,3610.149434
262,2020-05-21 22:00:00,9103.85,9164.99,9103.85,9125.2,2155.076236
263,2020-05-21 23:00:00,9125.2,9134.53,9034.73,9068.65,2608.749096
264,2020-05-22 00:00:00,9067.51,9069.82,8970.01,9026.67,3644.155565
265,2020-05-22 01:00:00,9026.66,9133.62,9024.06,9089.45,2596.109531
266,2020-05-22 02:00:00,9090.59,9128.41,9041.26,9041.64,1523.027566
267,2020-05-22 03:00:00,9041.59,9071.42,8953.91,8995.55,2578.059209
268,2020-05-22 04:00:00,8995.0,9038.71,8933.52,8998.07,2402.115927
269,2020-05-22 05:00:00,8998.39,9076.47,8961.22,9047.99,2623.114721
270,2020-05-22 06:00:00,9047.99,9100.0,9033.0,9087.6,2199.046096
271,2020-05-22 07:00:00,9087.6,9120.0,9037.15,9081.81,3216.927649
272,2020-05-22 08:00:00,9081.81,9110.6,9044.94,9092.99,2549.692664
273,2020-05-22 09:00:00,9092.99,9110.99,9060.0,9110.0,1948.651074
274,2020-05-22 10:00:00,9110.0,9206.92,9110.0,9165.41,5016.031554
275,2020-05-22 11:00:00,9164.63,9192.0,9127.71,9166.0,2447.202966
276,2020-05-22 12:00:00,9166.0,9205.17,9146.27,9173.03,2805.789843
277,2020-05-22 13:00:00,9173.15,9181.72,9079.78,9116.08,3089.032165
278,2020-05-22 14:00:00,9116.41,9169.76,9116.01,9135.02,1896.727418
279,2020-05-22 15:00:00,9134.96,9222.95,9134.93,9222.69,2759.43239
280,2020-05-22 16:00:00,9222.95,9248.0,9180.55,9241.71,3559.230929
281,2020-05-22 17:00:00,9241.71,9271.0,9170.0,9192.92,3287.376599
282,2020-05-22 18:00:00,9192.57,9224.0,9171.5,9200.25,1578.40544
283,2020-05-22 19:00:00,9200.25,9221.72,9141.51,9173.72,1897.319895
284,2020-05-22 20:00:00,9173.72,9208.0,9130.6,9177.79,1768.745765
285,2020-05-22 21:00:00,9177.28,9208.0,9160.0,9205.0,952.021022
286,2020-05-22 22:00:00,9205.3,9215.0,9173.09,9196.33,1079.562804
287,2020-05-22 23:00:00,9196.32,9197.04,9131.12,9170.0,1525.352232
288,2020-05-23 00:00:00,9170.0,9252.0,9169.99,9239.97,2541.731351
289,2020-05-23 01:00:00,9239.97,9267.32,9221.61,9236.64,1730.186355
290,2020-05-23 02:00:00,9236.64,9289.0,9229.55,9271.27,1927.23748
291,2020-05-23 03:00:00,9271.27,9307.85,9267.25,9286.61,1914.650574
292,2020-05-23 04:00:00,9286.11,9300.0,9237.57,9252.75,1552.798392
293,2020-05-23 05:00:00,9252.81,9268.08,9231.0,9263.34,1442.57667
294,2020-05-23 06:00:00,9263.33,9263.43,9207.38,9244.73,2602.740459
295,2020-05-23 07:00:00,9244.72,9268.11,9223.84,9255.28,1053.675322
296,2020-05-23 08:00:00,9255.7,9255.7,9164.35,9187.84,3272.75287
297,2020-05-23 09:00:00,9188.27,9200.0,9110.1,9138.78,2425.277309
298,2020-05-23 10:00:00,9138.78,9153.64,9096.07,9139.01,2845.752603
299,2020-05-23 11:00:00,9139.0,9187.86,9128.17,9172.25,1648.598565
300,2020-05-23 12:00:00,9172.26,9173.44,9070.0,9132.19,2617.065237
301,2020-05-23 13:00:00,9132.0,9175.0,9113.1,9153.01,1484.591091
302,2020-05-23 14:00:00,9153.07,9220.0,9138.0,9198.56,2057.077652
303,2020-05-23 15:00:00,9198.55,9212.62,9170.0,9198.78,1524.105928
304,2020-05-23 16:00:00,9198.78,9209.06,9136.0,9170.91,1789.094357
305,2020-05-23 17:00:00,9170.92,9198.93,9155.81,9180.05,1005.052275
306,2020-05-23 18:00:00,9179.72,9205.29,9150.0,9163.98,1165.941619
307,2020-05-23 19:00:00,9163.98,9197.0,9125.0,9180.98,1394.807297
308,2020-05-23 20:00:00,9180.97,9247.63,9164.01,9229.58,2004.091045
309,2020-05-23 21:00:00,9229.58,9239.92,9209.5,9225.99,978.362816
310,2020-05-23 22:00:00,9226.0,9247.56,9209.87,9225.0,999.362565
311,2020-05-23 23:00:00,9225.0,9229.78,9152.44,9179.15,1548.767134
312,2020-05-24 00:00:00,9179.01,9212.0,9120.77,9196.38,2185.049579
313,2020-05-24 01:00:00,9196.38,9212.23,9170.67,9171.91,1064.599448
314,2020-05-24 02:00:00,9171.95,9231.0,9171.95,9198.96,1275.442278
315,2020-05-24 03:00:00,9198.96,9216.59,9180.0,9192.76,874.078602
316,2020-05-24 04:00:00,9192.77,9221.72,9190.0,9190.54,811.781628
317,2020-05-24 05:00:00,9191.35,9216.33,9184.0,9205.0,681.244174
318,2020-05-24 06:00:00,9204.99,9297.0,9204.99,9274.81,3337.887116
319,2020-05-24 07:00:00,9274.98,9290.38,9241.37,9255.53,1573.649377
320,2020-05-24 08:00:00,9255.54,9272.42,9239.0,9258.54,1307.956895
321,2020-05-24 09:00:00,9258.88,9298.0,9252.85,9270.73,1640.351007
322,2020-05-24 10:00:00,9270.73,9289.0,9251.06,9263.4,1261.214955
323,2020-05-24 11:00:00,9263.85,9264.87,9100.0,9119.0,5413.43434
324,2020-05-24 12:00:00,9119.0,9179.31,9090.78,9159.9,3262.572147
325,2020-05-24 13:00:00,9159.9,9160.2,9040.01,9087.49,3861.338729
326,2020-05-24 14:00:00,9087.12,9092.93,9000.0,9070.05,4630.422954
327,2020-05-24 15:00:00,9071.37,9092.0,9022.17,9055.74,2071.980318
328,2020-05-24 16:00:00,9055.6,9055.61,8853.21,8939.12,10578.656271
329,2020-05-24 17:00:00,8938.11,8989.83,8924.68,8947.84,3837.212488
330,2020-05-24 18:00:00,8947.84,8982.14,8890.41,8941.99,2350.063354
331,2020-05-24 19:00:00,8941.04,9040.0,8937.0,9018.45,3038.765464
332,2020-05-24 20:00:00,9017.37,9040.0,8983.05,9000.31,2110.613043
333,2020-05-24 21:00:00,9000.93,9080.99,9000.0,9054.22,1741.182561
334,2020-05-24 22:00:00,9054.21,9063.74,9015.0,9043.1,1848.811882
335,2020-05-24 23:00:00,9043.13,9055.63,8700.0,8720.34,9621.55784
336,2020-05-25 00:00:00,8718.14,8822.9,8642.72,8811.37,6190.142391
337,2020-05-25 01:00:00,8811.01,8811.01,8765.0,8791.69,2217.930432
338,2020-05-25 02:00:00,8791.72,8817.27,8768.0,8790.96,1706.207746
339,2020-05-25 03:00:00,8790.67,8797.6,8741.53,8786.57,2239.445739
